dis,rssi
1.0,-57.85
0.5771698190307598,-66.28
5.218536672286591,-86.78
0.5818934610390463,-66.165
1.310953851209111,-66.85
2.2580079716422614,-67.16
3.2370665733036756,-80.9
4.225943681593497,-66.36
5.2190612182652165,-68.92
